zone,time_6h,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_temperature_0_to_7cm,et0_fao_evapotranspiration,precip_lag_6h,precip_lag_12h,precip_lag_24h,precip_lag_48h,temp_lag_24h,precip_roll_sum_24h,precip_roll_sum_48h,precip_roll_sum_72h,precip_roll_max_24h,humidity_roll_max_24h,et0_roll_sum_24h,api_7d,soil_saturation_index,soil_moisture_change_6h,soil_moisture_deficit,frozen_ground_flag,temp_trend_24h,et_deficit_6h,et_deficit_24h,humidity_precip_product,highland_precip_24h,zone_cascade_risk,hour_sin,hour_cos,doy_sin,doy_cos,is_winter,dq_score,is_flood,risk_score,flood_pred,risk_level
Moderate Relief,2026-05-06 12:00:00,17.766666666666666,56.333333333333336,0.0,19.966666666666665,0.04549999999999999,0.225,22.733333333333338,2.4299999999999997,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,84.0,3.8199999999999994,0.0,0.13525,-0.008500000000000008,0.31475,0,-0.9833333333333343,-2.4299999999999997,-3.8199999999999994,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.8263541987239096,-0.5631507242749186,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-06 18:00:00,13.199999999999998,72.83333333333333,0.0,21.0,0.042166666666666665,0.224,17.349999999999998,0.44999999999999996,0.0,0.0,0.0,0.0,14.066666666666668,0.0,0.0,0.0,0.0,84.0,3.9499999999999993,0.0,0.13308333333333333,-0.003333333333333327,0.3169166666666667,0,-0.8666666666666707,-0.44999999999999996,-3.9499999999999993,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.8263541987239096,-0.5631507242749186,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-07 00:00:00,13.216666666666667,76.16666666666667,0.0,14.916666666666664,0.04449999999999999,0.22333333333333336,13.116666666666667,0.16,0.0,0.0,0.0,0.0,12.433333333333332,0.0,0.0,0.0,0.0,76.16666666666667,3.9699999999999998,0.0,0.13391666666666668,0.002333333333333326,0.3160833333333333,0,0.783333333333335,-0.16,-3.9699999999999998,0.0,0.0,0.0,0.0,1.0,0.8165380514459161,-0.5772916165517272,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-07 06:00:00,15.333333333333334,71.0,0.0,9.166666666666666,0.04516666666666666,0.223,15.133333333333335,0.62,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,76.16666666666667,3.66,0.0,0.13408333333333333,0.0006666666666666696,0.3159166666666667,0,1.083333333333334,-0.62,-3.66,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.8165380514459161,-0.5772916165517272,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-07 12:00:00,19.083333333333332,53.0,0.0,15.416666666666666,0.0385,0.222,24.233333333333334,1.7100000000000002,0.0,0.0,0.0,0.0,17.766666666666666,0.0,0.0,0.0,0.0,76.16666666666667,2.9400000000000004,0.0,0.13025,-0.006666666666666661,0.31975,0,1.3166666666666664,-1.7100000000000002,-2.9400000000000004,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.8165380514459161,-0.5772916165517272,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-07 18:00:00,16.683333333333334,66.0,0.0,5.216666666666666,0.035500000000000004,0.221,20.150000000000002,0.30000000000000004,0.0,0.0,0.0,0.0,13.199999999999998,0.0,0.0,0.0,0.0,76.16666666666667,2.79,0.0,0.12825,-0.0029999999999999957,0.32175,0,3.483333333333336,-0.30000000000000004,-2.79,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.8165380514459161,-0.5772916165517272,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-08 00:00:00,13.583333333333334,78.66666666666667,0.0,4.483333333333333,0.0375,0.22,13.949999999999998,0.0,0.0,0.0,0.0,0.0,13.216666666666667,0.0,0.0,0.0,0.0,78.66666666666667,2.63,0.0,0.12875,0.001999999999999995,0.32125000000000004,0,0.36666666666666714,0.0,-2.63,0.0,0.0,0.0,0.0,1.0,0.8064799463209448,-0.5912614448635781,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-08 06:00:00,17.25,62.166666666666664,0.0,5.816666666666666,0.03883333333333334,0.21950000000000003,16.400000000000002,1.27,0.0,0.0,0.0,0.0,15.333333333333334,0.0,0.0,0.0,0.0,78.66666666666667,3.2800000000000002,0.0,0.12916666666666668,0.0013333333333333391,0.3208333333333333,0,1.916666666666666,-1.27,-3.2800000000000002,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.8064799463209448,-0.5912614448635781,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-08 12:00:00,22.78333333333333,53.166666666666664,0.0,16.133333333333333,0.047999999999999994,0.219,26.200000000000003,2.93,0.0,0.0,0.0,0.0,19.083333333333332,0.0,0.0,0.0,0.0,78.66666666666667,4.5,0.0,0.1335,0.009166666666666656,0.3165,0,3.6999999999999993,-2.93,-4.5,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.8064799463209448,-0.5912614448635781,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-08 18:00:00,19.516666666666666,58.666666666666664,0.0,11.166666666666666,0.04449999999999999,0.218,20.316666666666666,0.55,0.0,0.0,0.0,0.0,16.683333333333334,0.0,0.0,0.0,0.0,78.66666666666667,4.75,0.0,0.13125,-0.003500000000000003,0.31875,0,2.833333333333332,-0.55,-4.75,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.8064799463209448,-0.5912614448635781,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-09 00:00:00,16.55,67.33333333333333,0.0,4.733333333333333,0.04649999999999999,0.218,14.649999999999999,0.05,0.0,0.0,0.0,0.0,13.583333333333334,0.0,0.0,0.0,0.0,67.33333333333333,4.8,0.0,0.13225,0.0020000000000000018,0.31775,0,2.966666666666667,-0.05,-4.8,0.0,0.0,0.0,0.0,1.0,0.7961828637826158,-0.6050560696488488,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-09 06:00:00,19.95,59.166666666666664,0.0,4.05,0.04616666666666666,0.217,17.450000000000003,1.35,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,67.33333333333333,4.880000000000001,0.0,0.13158333333333333,-0.0003333333333333313,0.3184166666666667,0,2.6999999999999993,-1.35,-4.880000000000001,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.7961828637826158,-0.6050560696488488,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-09 12:00:00,26.21666666666667,38.0,0.0,16.11666666666667,0.04183333333333333,0.21633333333333335,28.21666666666667,3.2599999999999993,0.0,0.0,0.0,0.0,22.78333333333333,0.0,0.0,0.0,0.0,67.33333333333333,5.209999999999999,0.0,0.12908333333333333,-0.004333333333333335,0.3209166666666667,0,3.433333333333337,-3.2599999999999993,-5.209999999999999,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.7961828637826158,-0.6050560696488488,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-09 18:00:00,21.36666666666667,47.333333333333336,0.0,8.266666666666667,0.04133333333333334,0.216,22.233333333333334,0.6200000000000001,0.0,0.0,0.0,0.0,19.516666666666666,0.0,0.0,0.0,0.0,67.33333333333333,5.279999999999999,0.0,0.12866666666666668,-0.0004999999999999866,0.32133333333333336,0,1.850000000000005,-0.6200000000000001,-5.279999999999999,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.7961828637826158,-0.6050560696488488,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-10 00:00:00,16.783333333333335,64.5,0.0,4.5,0.04233333333333333,0.21533333333333335,15.200000000000001,0.060000000000000005,0.0,0.0,0.0,0.0,16.55,0.0,0.0,0.0,0.0,64.5,5.289999999999999,0.0,0.12883333333333333,0.000999999999999987,0.3211666666666667,0,0.23333333333333428,-0.060000000000000005,-5.289999999999999,0.0,0.0,0.0,0.0,1.0,0.7856498550787147,-0.6186714032625031,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-10 06:00:00,19.483333333333334,55.0,0.0,10.35,0.0425,0.215,18.816666666666666,1.45,0.0,0.0,0.0,0.0,19.95,0.0,0.0,0.0,0.0,64.5,5.39,0.0,0.12875,0.00016666666666667607,0.32125000000000004,0,-0.466666666666665,-1.45,-5.39,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.7856498550787147,-0.6186714032625031,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-10 12:00:00,23.983333333333334,46.5,0.0,23.349999999999998,0.035166666666666666,0.21433333333333335,27.349999999999998,3.16,0.0,0.0,0.0,0.0,26.21666666666667,0.0,0.0,0.0,0.0,64.5,5.29,0.0,0.12475,-0.0073333333333333375,0.32525000000000004,0,-2.2333333333333343,-3.16,-5.29,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.7856498550787147,-0.6186714032625031,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-10 18:00:00,19.433333333333334,58.666666666666664,0.0,12.066666666666668,0.03266666666666667,0.2131666666666667,22.233333333333334,0.5800000000000001,0.0,0.0,0.0,0.0,21.36666666666667,0.0,0.0,0.0,0.0,64.5,5.25,0.0,0.12291666666666669,-0.0024999999999999953,0.32708333333333334,0,-1.9333333333333371,-0.5800000000000001,-5.25,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.7856498550787147,-0.6186714032625031,0,1.0,0,0.0,0,LOW
Moderate Relief,2026-05-11 00:00:00,16.666666666666668,72.83333333333333,0.0,7.6499999999999995,0.0345,0.213,15.816666666666665,0.08,0.0,0.0,0.0,0.0,16.783333333333335,0.0,0.0,0.0,0.0,72.83333333333333,5.2700000000000005,0.0,0.12375,0.0018333333333333326,0.32625000000000004,0,-0.11666666666666714,-0.08,-5.2700000000000005,0.0,0.0,0.0,0.0,1.0,0.7748840413670407,-0.6321034111873487,0,1.0,0,0.0,0,LOW
